date,path,coverage
2021-01-06,70,full
2021-01-08,68,partial
2021-01-13,71,full
2021-01-15,69,full
2021-01-22,70,full
2021-01-24,68,partial
2021-01-29,71,full
2021-01-31,69,full
2021-02-07,70,full
2021-02-09,68,partial
2021-02-14,71,full
2021-02-16,69,full
2021-02-23,70,full
2021-02-25,68,partial
2021-03-02,71,full
2021-03-04,69,full
2021-03-11,70,full
2021-03-13,68,partial
2021-03-18,71,full
2021-03-20,69,full
2021-03-27,70,full
2021-03-29,68,partial
2021-04-03,71,full
2021-04-05,69,full
2021-04-12,70,full
2021-04-14,68,partial
2021-04-19,71,full
2021-04-21,69,full
2021-04-28,70,full
2021-04-30,68,partial
2021-05-05,71,full
2021-05-07,69,full
2021-05-14,70,full
2021-05-16,68,partial
2021-05-21,71,full
2021-05-23,69,full
2021-05-30,70,full
2021-06-01,68,partial
2021-06-06,71,full
2021-06-08,69,full
2021-06-15,70,full
2021-06-17,68,partial
2021-06-22,71,full
2021-06-24,69,full
2021-07-01,70,full
2021-07-03,68,partial
2021-07-08,71,full
2021-07-10,69,full
2021-07-17,70,full
2021-07-19,68,partial
2021-07-24,71,full
2021-07-26,69,full
2021-08-02,70,full
2021-08-04,68,partial
2021-08-09,71,full
2021-08-11,69,full
2021-08-18,70,full
2021-08-20,68,partial
2021-08-25,71,full
2021-08-27,69,full
2021-09-03,70,full
2021-09-05,68,partial
2021-09-10,71,full
2021-09-12,69,full
2021-09-19,70,full
2021-09-21,68,partial
2021-09-26,71,full
2021-09-28,69,full
2021-10-05,70,full
2021-10-07,68,partial
2021-10-12,71,full
2021-10-14,69,full
2021-10-21,70,full
2021-10-23,68,partial
2021-10-28,71,full
2021-10-30,69,full
2021-11-06,70,full
2021-11-08,68,partial
2021-11-13,71,full
2021-11-15,69,full
2021-11-22,70,full
2021-11-24,68,partial
2021-11-29,71,full
2021-12-01,69,full
2021-12-08,70,full
2021-12-10,68,partial
2021-12-15,71,full
2021-12-17,69,full
2021-12-24,70,full
2021-12-26,68,partial
2021-12-31,71,full
