date,track,coverage
2020-01-02,34,full
2020-01-03,77,full
2020-01-05,134,full
2020-01-07,34,full
2020-01-08,77,full
2020-01-10,134,full
2020-01-12,34,full
2020-01-13,77,full
2020-01-15,134,full
2020-01-17,34,full
2020-01-18,77,full
2020-01-20,134,full
2020-01-22,34,full
2020-01-23,77,full
2020-01-25,134,full
2020-01-27,34,full
2020-01-28,77,full
2020-01-30,134,full
2020-02-01,34,full
2020-02-02,77,full
2020-02-04,134,full
2020-02-06,34,full
2020-02-07,77,full
2020-02-09,134,full
2020-02-11,34,full
2020-02-12,77,full
2020-02-14,134,full
2020-02-16,34,full
2020-02-17,77,full
2020-02-19,134,full
2020-02-21,34,full
2020-02-22,77,full
2020-02-24,134,full
2020-02-26,34,full
2020-02-27,77,full
2020-02-29,134,full
2020-03-02,34,full
2020-03-03,77,full
2020-03-05,134,full
2020-03-07,34,full
2020-03-08,77,full
2020-03-10,134,full
2020-03-12,34,full
2020-03-13,77,full
2020-03-15,134,full
2020-03-17,34,full
2020-03-18,77,full
2020-03-20,134,full
2020-03-22,34,full
2020-03-23,77,full
2020-03-25,134,full
2020-03-27,34,full
2020-03-28,77,full
2020-03-30,134,full
2020-04-01,34,full
2020-04-02,77,full
2020-04-04,134,full
2020-04-06,34,full
2020-04-07,77,full
2020-04-09,134,full
2020-04-11,34,full
2020-04-12,77,full
2020-04-14,134,full
2020-04-16,34,full
2020-04-17,77,full
2020-04-19,134,full
2020-04-21,34,full
2020-04-22,77,full
2020-04-24,134,full
2020-04-26,34,full
2020-04-27,77,full
2020-04-29,134,full
2020-05-01,34,full
2020-05-02,77,full
2020-05-04,134,full
2020-05-06,34,full
2020-05-07,77,full
2020-05-09,134,full
2020-05-11,34,full
2020-05-12,77,full
2020-05-14,134,full
2020-05-16,34,full
2020-05-17,77,full
2020-05-19,134,full
2020-05-21,34,full
2020-05-22,77,full
2020-05-24,134,full
2020-05-26,34,full
2020-05-27,77,full
2020-05-29,134,full
2020-05-31,34,full
2020-06-01,77,full
2020-06-03,134,full
2020-06-05,34,full
2020-06-06,77,full
2020-06-08,134,full
2020-06-10,34,full
2020-06-11,77,full
2020-06-13,134,full
2020-06-15,34,full
2020-06-16,77,full
2020-06-18,134,full
2020-06-20,34,full
2020-06-21,77,full
2020-06-23,134,full
2020-06-25,34,full
2020-06-26,77,full
2020-06-28,134,full
2020-06-30,34,full
2020-07-01,77,full
2020-07-03,134,full
2020-07-05,34,full
2020-07-06,77,full
2020-07-08,134,full
2020-07-10,34,full
2020-07-11,77,full
2020-07-13,134,full
2020-07-15,34,full
2020-07-16,77,full
2020-07-18,134,full
2020-07-20,34,full
2020-07-21,77,full
2020-07-23,134,full
2020-07-25,34,full
2020-07-26,77,full
2020-07-28,134,full
2020-07-30,34,full
2020-07-31,77,full
2020-08-02,134,full
2020-08-04,34,full
2020-08-05,77,full
2020-08-07,134,full
2020-08-09,34,full
2020-08-10,77,full
2020-08-12,134,full
2020-08-14,34,full
2020-08-15,77,full
2020-08-17,134,full
2020-08-19,34,full
2020-08-20,77,full
2020-08-22,134,full
2020-08-24,34,full
2020-08-25,77,full
2020-08-27,134,full
2020-08-29,34,full
2020-08-30,77,full
2020-09-01,134,full
2020-09-03,34,full
2020-09-04,77,full
2020-09-06,134,full
2020-09-08,34,full
2020-09-09,77,full
2020-09-11,134,full
2020-09-13,34,full
2020-09-14,77,full
2020-09-16,134,full
2020-09-18,34,full
2020-09-19,77,full
2020-09-21,134,full
2020-09-23,34,full
2020-09-24,77,full
2020-09-26,134,full
2020-09-28,34,full
2020-09-29,77,full
2020-10-01,134,full
2020-10-03,34,full
2020-10-04,77,full
2020-10-06,134,full
2020-10-08,34,full
2020-10-09,77,full
2020-10-11,134,full
2020-10-13,34,full
2020-10-14,77,full
2020-10-16,134,full
2020-10-18,34,full
2020-10-19,77,full
2020-10-21,134,full
2020-10-23,34,full
2020-10-24,77,full
2020-10-26,134,full
2020-10-28,34,full
2020-10-29,77,full
2020-10-31,134,full
2020-11-02,34,full
2020-11-03,77,full
2020-11-05,134,full
2020-11-07,34,full
2020-11-08,77,full
2020-11-10,134,full
2020-11-12,34,full
2020-11-13,77,full
2020-11-15,134,full
2020-11-17,34,full
2020-11-18,77,full
2020-11-20,134,full
2020-11-22,34,full
2020-11-23,77,full
2020-11-25,134,full
2020-11-27,34,full
2020-11-28,77,full
2020-11-30,134,full
2020-12-02,34,full
2020-12-03,77,full
2020-12-05,134,full
2020-12-07,34,full
2020-12-08,77,full
2020-12-10,134,full
2020-12-12,34,full
2020-12-13,77,full
2020-12-15,134,full
2020-12-17,34,full
2020-12-18,77,full
2020-12-20,134,full
2020-12-22,34,full
2020-12-23,77,full
2020-12-25,134,full
2020-12-27,34,full
2020-12-28,77,full
2020-12-30,134,full
