date,path,coverage
2021-01-02,75,full
2021-01-07,76,full
2021-01-09,77,full
2021-01-16,74,full
2021-01-18,75,full
2021-01-23,76,full
2021-01-25,77,full
2021-02-01,74,full
2021-02-03,75,full
2021-02-08,76,full
2021-02-10,77,full
2021-02-17,74,full
2021-02-19,75,full
2021-02-24,76,full
2021-02-26,77,full
2021-03-05,74,full
2021-03-07,75,full
2021-03-12,76,full
2021-03-14,77,full
2021-03-21,74,full
2021-03-23,75,full
2021-03-28,76,full
2021-03-30,77,full
2021-04-06,74,full
2021-04-08,75,full
2021-04-13,76,full
2021-04-15,77,full
2021-04-22,74,full
2021-04-24,75,full
2021-04-29,76,full
2021-05-01,77,full
2021-05-08,74,full
2021-05-10,75,full
2021-05-15,76,full
2021-05-17,77,full
2021-05-24,74,full
2021-05-26,75,full
2021-05-31,76,full
2021-06-02,77,full
2021-06-09,74,full
2021-06-11,75,full
2021-06-16,76,full
2021-06-18,77,full
2021-06-25,74,full
2021-06-27,75,full
2021-07-02,76,full
2021-07-04,77,full
2021-07-11,74,full
2021-07-13,75,full
2021-07-18,76,full
2021-07-20,77,full
2021-07-27,74,full
2021-07-29,75,full
2021-08-03,76,full
2021-08-05,77,full
2021-08-12,74,full
2021-08-14,75,full
2021-08-19,76,full
2021-08-21,77,full
2021-08-28,74,full
2021-08-30,75,full
2021-09-04,76,full
2021-09-06,77,full
2021-09-13,74,full
2021-09-15,75,full
2021-09-20,76,full
2021-09-22,77,full
2021-09-29,74,full
2021-10-01,75,full
2021-10-06,76,full
2021-10-08,77,full
2021-10-15,74,full
2021-10-17,75,full
2021-10-22,76,full
2021-10-24,77,full
2021-10-31,74,full
2021-11-02,75,full
2021-11-07,76,full
2021-11-09,77,full
2021-11-16,74,full
2021-11-18,75,full
2021-11-23,76,full
2021-11-25,77,full
2021-12-02,74,full
2021-12-04,75,full
2021-12-09,76,full
2021-12-11,77,full
2021-12-18,74,full
2021-12-20,75,full
2021-12-25,76,full
2021-12-27,77,full
