date,track,coverage
2023-01-01,100,full
2023-01-03,143,full
2023-01-06,100,full
2023-01-08,143,full
2023-01-11,100,full
2023-01-13,143,full
2023-01-16,100,full
2023-01-18,143,full
2023-01-21,100,full
2023-01-23,143,full
2023-01-26,100,full
2023-01-28,143,full
2023-01-31,100,full
2023-02-02,143,full
2023-02-05,100,full
2023-02-07,143,full
2023-02-10,100,full
2023-02-12,143,full
2023-02-15,100,full
2023-02-17,143,full
2023-02-20,100,full
2023-02-22,143,full
2023-02-25,100,full
2023-02-27,143,full
2023-03-02,100,full
2023-03-04,143,full
2023-03-07,100,full
2023-03-09,143,full
2023-03-12,100,full
2023-03-14,143,full
2023-03-17,100,full
2023-03-19,143,full
2023-03-22,100,full
2023-03-24,143,full
2023-03-27,100,full
2023-03-29,143,full
2023-04-01,100,full
2023-04-03,143,full
2023-04-06,100,full
2023-04-08,143,full
2023-04-11,100,full
2023-04-13,143,full
2023-04-16,100,full
2023-04-18,143,full
2023-04-21,100,full
2023-04-23,143,full
2023-04-26,100,full
2023-04-28,143,full
2023-05-01,100,full
2023-05-03,143,full
2023-05-06,100,full
2023-05-08,143,full
2023-05-11,100,full
2023-05-13,143,full
2023-05-16,100,full
2023-05-18,143,full
2023-05-21,100,full
2023-05-23,143,full
2023-05-26,100,full
2023-05-28,143,full
2023-05-31,100,full
2023-06-02,143,full
2023-06-05,100,full
2023-06-07,143,full
2023-06-10,100,full
2023-06-12,143,full
2023-06-15,100,full
2023-06-17,143,full
2023-06-20,100,full
2023-06-22,143,full
2023-06-25,100,full
2023-06-27,143,full
2023-06-30,100,full
2023-07-02,143,full
2023-07-05,100,full
2023-07-07,143,full
2023-07-10,100,full
2023-07-12,143,full
2023-07-15,100,full
2023-07-17,143,full
2023-07-20,100,full
2023-07-22,143,full
2023-07-25,100,full
2023-07-27,143,full
2023-07-30,100,full
2023-08-01,143,full
2023-08-04,100,full
2023-08-06,143,full
2023-08-09,100,full
2023-08-11,143,full
2023-08-14,100,full
2023-08-16,143,full
2023-08-19,100,full
2023-08-21,143,full
2023-08-24,100,full
2023-08-26,143,full
2023-08-29,100,full
2023-08-31,143,full
2023-09-03,100,full
2023-09-05,143,full
2023-09-08,100,full
2023-09-10,143,full
2023-09-13,100,full
2023-09-15,143,full
2023-09-18,100,full
2023-09-20,143,full
2023-09-23,100,full
2023-09-25,143,full
2023-09-28,100,full
2023-09-30,143,full
2023-10-03,100,full
2023-10-05,143,full
2023-10-08,100,full
2023-10-10,143,full
2023-10-13,100,full
2023-10-15,143,full
2023-10-18,100,full
2023-10-20,143,full
2023-10-23,100,full
2023-10-25,143,full
2023-10-28,100,full
2023-10-30,143,full
2023-11-02,100,full
2023-11-04,143,full
2023-11-07,100,full
2023-11-09,143,full
2023-11-12,100,full
2023-11-14,143,full
2023-11-17,100,full
2023-11-19,143,full
2023-11-22,100,full
2023-11-24,143,full
2023-11-27,100,full
2023-11-29,143,full
2023-12-02,100,full
2023-12-04,143,full
2023-12-07,100,full
2023-12-09,143,full
2023-12-12,100,full
2023-12-14,143,full
2023-12-17,100,full
2023-12-19,143,full
2023-12-22,100,full
2023-12-24,143,full
2023-12-27,100,full
2023-12-29,143,full
