date,path,coverage
2023-01-05,66,full
2023-01-06,68,full
2023-01-07,67,full
2023-01-08,69,full
2023-01-13,66,full
2023-01-14,68,full
2023-01-15,67,full
2023-01-16,69,full
2023-01-21,66,full
2023-01-22,68,full
2023-01-23,67,full
2023-01-24,69,full
2023-01-29,66,full
2023-01-30,68,full
2023-01-31,67,full
2023-02-01,69,full
2023-02-06,66,full
2023-02-07,68,full
2023-02-08,67,full
2023-02-09,69,full
2023-02-14,66,full
2023-02-15,68,full
2023-02-16,67,full
2023-02-17,69,full
2023-02-22,66,full
2023-02-23,68,full
2023-02-24,67,full
2023-02-25,69,full
2023-03-02,66,full
2023-03-03,68,full
2023-03-04,67,full
2023-03-05,69,full
2023-03-10,66,full
2023-03-11,68,full
2023-03-12,67,full
2023-03-13,69,full
2023-03-18,66,full
2023-03-19,68,full
2023-03-20,67,full
2023-03-21,69,full
2023-03-26,66,full
2023-03-27,68,full
2023-03-28,67,full
2023-03-29,69,full
2023-04-03,66,full
2023-04-04,68,full
2023-04-05,67,full
2023-04-06,69,full
2023-04-11,66,full
2023-04-12,68,full
2023-04-13,67,full
2023-04-14,69,full
2023-04-19,66,full
2023-04-20,68,full
2023-04-21,67,full
2023-04-22,69,full
2023-04-27,66,full
2023-04-28,68,full
2023-04-29,67,full
2023-04-30,69,full
2023-05-05,66,full
2023-05-06,68,full
2023-05-07,67,full
2023-05-08,69,full
2023-05-13,66,full
2023-05-14,68,full
2023-05-15,67,full
2023-05-16,69,full
2023-05-21,66,full
2023-05-22,68,full
2023-05-23,67,full
2023-05-24,69,full
2023-05-29,66,full
2023-05-30,68,full
2023-05-31,67,full
2023-06-01,69,full
2023-06-06,66,full
2023-06-07,68,full
2023-06-08,67,full
2023-06-09,69,full
2023-06-14,66,full
2023-06-15,68,full
2023-06-16,67,full
2023-06-17,69,full
2023-06-22,66,full
2023-06-23,68,full
2023-06-24,67,full
2023-06-25,69,full
2023-06-30,66,full
2023-07-01,68,full
2023-07-02,67,full
2023-07-03,69,full
2023-07-08,66,full
2023-07-09,68,full
2023-07-10,67,full
2023-07-11,69,full
2023-07-16,66,full
2023-07-17,68,full
2023-07-18,67,full
2023-07-19,69,full
2023-07-24,66,full
2023-07-25,68,full
2023-07-26,67,full
2023-07-27,69,full
2023-08-01,66,full
2023-08-02,68,full
2023-08-03,67,full
2023-08-04,69,full
2023-08-09,66,full
2023-08-10,68,full
2023-08-11,67,full
2023-08-12,69,full
2023-08-17,66,full
2023-08-18,68,full
2023-08-19,67,full
2023-08-20,69,full
2023-08-25,66,full
2023-08-26,68,full
2023-08-27,67,full
2023-08-28,69,full
2023-09-02,66,full
2023-09-03,68,full
2023-09-04,67,full
2023-09-05,69,full
2023-09-10,66,full
2023-09-11,68,full
2023-09-12,67,full
2023-09-13,69,full
2023-09-18,66,full
2023-09-19,68,full
2023-09-20,67,full
2023-09-21,69,full
2023-09-26,66,full
2023-09-27,68,full
2023-09-28,67,full
2023-09-29,69,full
2023-10-04,66,full
2023-10-05,68,full
2023-10-06,67,full
2023-10-07,69,full
2023-10-12,66,full
2023-10-13,68,full
2023-10-14,67,full
2023-10-15,69,full
2023-10-20,66,full
2023-10-21,68,full
2023-10-22,67,full
2023-10-23,69,full
2023-10-28,66,full
2023-10-29,68,full
2023-10-30,67,full
2023-10-31,69,full
2023-11-05,66,full
2023-11-06,68,full
2023-11-07,67,full
2023-11-08,69,full
2023-11-13,66,full
2023-11-14,68,full
2023-11-15,67,full
2023-11-16,69,full
2023-11-21,66,full
2023-11-22,68,full
2023-11-23,67,full
2023-11-24,69,full
2023-11-29,66,full
2023-11-30,68,full
2023-12-01,67,full
2023-12-02,69,full
2023-12-07,66,full
2023-12-08,68,full
2023-12-09,67,full
2023-12-10,69,full
2023-12-15,66,full
2023-12-16,68,full
2023-12-17,67,full
2023-12-18,69,full
2023-12-23,66,full
2023-12-24,68,full
2023-12-25,67,full
2023-12-26,69,full
2023-12-31,66,full
