date,track,coverage
2024-01-01,1,full
2024-01-03,44,full
2024-01-04,101,full
2024-01-06,1,full
2024-01-08,44,full
2024-01-09,101,full
2024-01-11,1,full
2024-01-13,44,full
2024-01-14,101,full
2024-01-16,1,full
2024-01-18,44,full
2024-01-19,101,full
2024-01-21,1,full
2024-01-23,44,full
2024-01-24,101,full
2024-01-26,1,full
2024-01-28,44,full
2024-01-29,101,full
2024-01-31,1,full
2024-02-02,44,full
2024-02-03,101,full
2024-02-05,1,full
2024-02-07,44,full
2024-02-08,101,full
2024-02-10,1,full
2024-02-12,44,full
2024-02-13,101,full
2024-02-15,1,full
2024-02-17,44,full
2024-02-18,101,full
2024-02-20,1,full
2024-02-22,44,full
2024-02-23,101,full
2024-02-25,1,full
2024-02-27,44,full
2024-02-28,101,full
2024-03-01,1,full
2024-03-03,44,full
2024-03-04,101,full
2024-03-06,1,full
2024-03-08,44,full
2024-03-09,101,full
2024-03-11,1,full
2024-03-13,44,full
2024-03-14,101,full
2024-03-16,1,full
2024-03-18,44,full
2024-03-19,101,full
2024-03-21,1,full
2024-03-23,44,full
2024-03-24,101,full
2024-03-26,1,full
2024-03-28,44,full
2024-03-29,101,full
2024-03-31,1,full
2024-04-02,44,full
2024-04-03,101,full
2024-04-05,1,full
2024-04-07,44,full
2024-04-08,101,full
2024-04-10,1,full
2024-04-12,44,full
2024-04-13,101,full
2024-04-15,1,full
2024-04-17,44,full
2024-04-18,101,full
2024-04-20,1,full
2024-04-22,44,full
2024-04-23,101,full
2024-04-25,1,full
2024-04-27,44,full
2024-04-28,101,full
2024-04-30,1,full
2024-05-02,44,full
2024-05-03,101,full
2024-05-05,1,full
2024-05-07,44,full
2024-05-08,101,full
2024-05-10,1,full
2024-05-12,44,full
2024-05-13,101,full
2024-05-15,1,full
2024-05-17,44,full
2024-05-18,101,full
2024-05-20,1,full
2024-05-22,44,full
2024-05-23,101,full
2024-05-25,1,full
2024-05-27,44,full
2024-05-28,101,full
2024-05-30,1,full
2024-06-01,44,full
2024-06-02,101,full
2024-06-04,1,full
2024-06-06,44,full
2024-06-07,101,full
2024-06-09,1,full
2024-06-11,44,full
2024-06-12,101,full
2024-06-14,1,full
2024-06-16,44,full
2024-06-17,101,full
2024-06-19,1,full
2024-06-21,44,full
2024-06-22,101,full
2024-06-24,1,full
2024-06-26,44,full
2024-06-27,101,full
2024-06-29,1,full
2024-07-01,44,full
2024-07-02,101,full
2024-07-04,1,full
2024-07-06,44,full
2024-07-07,101,full
2024-07-09,1,full
2024-07-11,44,full
2024-07-12,101,full
2024-07-14,1,full
2024-07-16,44,full
2024-07-17,101,full
2024-07-19,1,full
2024-07-21,44,full
2024-07-22,101,full
2024-07-24,1,full
2024-07-26,44,full
2024-07-27,101,full
2024-07-29,1,full
2024-07-31,44,full
2024-08-01,101,full
2024-08-03,1,full
2024-08-05,44,full
2024-08-06,101,full
2024-08-08,1,full
2024-08-10,44,full
2024-08-11,101,full
2024-08-13,1,full
2024-08-15,44,full
2024-08-16,101,full
2024-08-18,1,full
2024-08-20,44,full
2024-08-21,101,full
2024-08-23,1,full
2024-08-25,44,full
2024-08-26,101,full
2024-08-28,1,full
2024-08-30,44,full
2024-08-31,101,full
2024-09-02,1,full
2024-09-04,44,full
2024-09-05,101,full
2024-09-07,1,full
2024-09-09,44,full
2024-09-10,101,full
2024-09-12,1,full
2024-09-14,44,full
2024-09-15,101,full
2024-09-17,1,full
2024-09-19,44,full
2024-09-20,101,full
2024-09-22,1,full
2024-09-24,44,full
2024-09-25,101,full
2024-09-27,1,full
2024-09-29,44,full
2024-09-30,101,full
2024-10-02,1,full
2024-10-04,44,full
2024-10-05,101,full
2024-10-07,1,full
2024-10-09,44,full
2024-10-10,101,full
2024-10-12,1,full
2024-10-14,44,full
2024-10-15,101,full
2024-10-17,1,full
2024-10-19,44,full
2024-10-20,101,full
2024-10-22,1,full
2024-10-24,44,full
2024-10-25,101,full
2024-10-27,1,full
2024-10-29,44,full
2024-10-30,101,full
2024-11-01,1,full
2024-11-03,44,full
2024-11-04,101,full
2024-11-06,1,full
2024-11-08,44,full
2024-11-09,101,full
2024-11-11,1,full
2024-11-13,44,full
2024-11-14,101,full
2024-11-16,1,full
2024-11-18,44,full
2024-11-19,101,full
2024-11-21,1,full
2024-11-23,44,full
2024-11-24,101,full
2024-11-26,1,full
2024-11-28,44,full
2024-11-29,101,full
2024-12-01,1,full
2024-12-03,44,full
2024-12-04,101,full
2024-12-06,1,full
2024-12-08,44,full
2024-12-09,101,full
2024-12-11,1,full
2024-12-13,44,full
2024-12-14,101,full
2024-12-16,1,full
2024-12-18,44,full
2024-12-19,101,full
2024-12-21,1,full
2024-12-23,44,full
2024-12-24,101,full
2024-12-26,1,full
2024-12-28,44,full
2024-12-29,101,full
2024-12-31,1,full
