date,path,coverage
2025-01-01,62,partial
2025-01-02,61,full
2025-01-03,60,partial
2025-01-09,62,partial
2025-01-10,61,full
2025-01-11,60,partial
2025-01-17,62,partial
2025-01-18,61,full
2025-01-19,60,partial
2025-01-25,62,partial
2025-01-26,61,full
2025-01-27,60,partial
2025-02-02,62,partial
2025-02-03,61,full
2025-02-04,60,partial
2025-02-10,62,partial
2025-02-11,61,full
2025-02-12,60,partial
2025-02-18,62,partial
2025-02-19,61,full
2025-02-20,60,partial
2025-02-26,62,partial
2025-02-27,61,full
2025-02-28,60,partial
2025-03-06,62,partial
2025-03-07,61,full
2025-03-08,60,partial
2025-03-14,62,partial
2025-03-15,61,full
2025-03-16,60,partial
2025-03-22,62,partial
2025-03-23,61,full
2025-03-24,60,partial
2025-03-30,62,partial
2025-03-31,61,full
2025-04-01,60,partial
2025-04-07,62,partial
2025-04-08,61,full
2025-04-09,60,partial
2025-04-15,62,partial
2025-04-16,61,full
2025-04-17,60,partial
2025-04-23,62,partial
2025-04-24,61,full
2025-04-25,60,partial
2025-05-01,62,partial
2025-05-02,61,full
2025-05-03,60,partial
2025-05-09,62,partial
2025-05-10,61,full
2025-05-11,60,partial
2025-05-17,62,partial
2025-05-18,61,full
2025-05-19,60,partial
2025-05-25,62,partial
2025-05-26,61,full
2025-05-27,60,partial
2025-06-02,62,partial
2025-06-03,61,full
2025-06-04,60,partial
2025-06-10,62,partial
2025-06-11,61,full
2025-06-12,60,partial
2025-06-18,62,partial
2025-06-19,61,full
2025-06-20,60,partial
2025-06-26,62,partial
2025-06-27,61,full
2025-06-28,60,partial
2025-07-04,62,partial
2025-07-05,61,full
2025-07-06,60,partial
2025-07-12,62,partial
2025-07-13,61,full
2025-07-14,60,partial
2025-07-20,62,partial
2025-07-21,61,full
2025-07-22,60,partial
2025-07-28,62,partial
2025-07-29,61,full
2025-07-30,60,partial
2025-08-05,62,partial
2025-08-06,61,full
2025-08-07,60,partial
2025-08-13,62,partial
2025-08-14,61,full
2025-08-15,60,partial
2025-08-21,62,partial
2025-08-22,61,full
2025-08-23,60,partial
2025-08-29,62,partial
2025-08-30,61,full
2025-08-31,60,partial
2025-09-06,62,partial
2025-09-07,61,full
2025-09-08,60,partial
2025-09-14,62,partial
2025-09-15,61,full
2025-09-16,60,partial
2025-09-22,62,partial
2025-09-23,61,full
2025-09-24,60,partial
2025-09-30,62,partial
2025-10-01,61,full
2025-10-02,60,partial
2025-10-08,62,partial
2025-10-09,61,full
2025-10-10,60,partial
2025-10-16,62,partial
2025-10-17,61,full
2025-10-18,60,partial
2025-10-24,62,partial
2025-10-25,61,full
2025-10-26,60,partial
2025-11-01,62,partial
2025-11-02,61,full
2025-11-03,60,partial
2025-11-09,62,partial
2025-11-10,61,full
2025-11-11,60,partial
2025-11-17,62,partial
2025-11-18,61,full
2025-11-19,60,partial
2025-11-25,62,partial
2025-11-26,61,full
2025-11-27,60,partial
2025-12-03,62,partial
2025-12-04,61,full
2025-12-05,60,partial
2025-12-11,62,partial
2025-12-12,61,full
2025-12-13,60,partial
2025-12-19,62,partial
2025-12-20,61,full
2025-12-21,60,partial
2025-12-27,62,partial
2025-12-28,61,full
2025-12-29,60,partial
